text,x_min,y_min,x_max,y_max,width,height,label,stem,x_norm,y_norm,x_center_norm,y_center_norm,width_norm,height_norm
1,107,1132,124,1166,17,34,B-ADDRESS,X51005447840,0.1237,0.5514,0.1335,0.5597,0.0197,0.0166
WALK,175,1130,286,1165,111,35,O,X51005447840,0.2023,0.5504,0.2665,0.5589,0.1283,0.017
1.60,367,1135,442,1167,75,32,O,X51005447840,0.4243,0.5528,0.4676,0.5606,0.0867,0.0156
1.60,528,1133,601,1165,73,32,O,X51005447840,0.6104,0.5519,0.6526,0.5597,0.0844,0.0156
1.60,689,1130,767,1169,78,39,O,X51005447840,0.7965,0.5504,0.8416,0.5599,0.0902,0.019
ZRL,791,1132,862,1167,71,35,O,X51005447840,0.9145,0.5514,0.9555,0.5599,0.0821,0.017
MAGNUM ALMOND 90ML,91,1195,562,1229,471,34,O,X51005447840,0.1052,0.5821,0.3775,0.5904,0.5445,0.0166
1,107,1242,125,1278,18,36,B-ADDRESS,X51005447840,0.1237,0.605,0.1341,0.6137,0.0208,0.0175
WALK,169,1242,281,1278,112,36,O,X51005447840,0.1954,0.605,0.2601,0.6137,0.1295,0.0175
4.50,364,1245,445,1283,81,38,O,X51005447840,0.4208,0.6064,0.4676,0.6157,0.0936,0.0185
4.50,528,1245,604,1279,76,34,O,X51005447840,0.6104,0.6064,0.6543,0.6147,0.0879,0.0166
4.50,689,1244,766,1278,77,34,O,X51005447840,0.7965,0.6059,0.841,0.6142,0.089,0.0166
ZRL,791,1247,862,1282,71,35,O,X51005447840,0.9145,0.6074,0.9555,0.6159,0.0821,0.017
CLOUD 9 PLUS 22G,91,1304,405,1352,314,48,O,X51005447840,0.1052,0.6352,0.2867,0.6469,0.363,0.0234
1,102,1360,124,1391,22,31,B-ADDRESS,X51005447840,0.1179,0.6624,0.1306,0.67,0.0254,0.0151
WALK,172,1357,290,1393,118,36,O,X51005447840,0.1988,0.661,0.2671,0.6698,0.1364,0.0175
0.50,364,1356,449,1391,85,35,O,X51005447840,0.4208,0.6605,0.4699,0.669,0.0983,0.017
0.50,525,1360,605,1389,80,29,O,X51005447840,0.6069,0.6624,0.6532,0.6695,0.0925,0.0141
0.50,686,1357,763,1391,77,34,O,X51005447840,0.7931,0.661,0.8376,0.6693,0.089,0.0166
ZRL,793,1356,859,1393,66,37,O,X51005447840,0.9168,0.6605,0.9549,0.6695,0.0763,0.018
*TOTAL QTY: 4.00,83,1444,376,1489,293,45,O,X51005447840,0.096,0.7034,0.2653,0.7143,0.3387,0.0219
8.20,781,1443,862,1484,81,41,O,X51005447840,0.9029,0.7029,0.9497,0.7129,0.0936,0.02
TOTAL INCLUDES GST 0%,93,1509,541,1555,448,46,O,X51005447840,0.1075,0.735,0.3665,0.7462,0.5179,0.0224
8.20,777,1514,863,1550,86,36,O,X51005447840,0.8983,0.7375,0.948,0.7462,0.0994,0.0175
CUSTOMER'S PAYMENT,89,1572,469,1616,380,44,O,X51005447840,0.1029,0.7657,0.3225,0.7764,0.4393,0.0214
CASH,93,1637,187,1671,94,34,O,X51005447840,0.1075,0.7974,0.1618,0.8057,0.1087,0.0166
20.20,757,1638,860,1673,103,35,O,X51005447840,0.8751,0.7979,0.9347,0.8064,0.1191,0.017
CHANGE,90,1690,240,1733,150,43,O,X51005447840,0.104,0.8232,0.1908,0.8337,0.1734,0.0209
12.00,759,1695,862,1731,103,36,O,X51005447840,0.8775,0.8256,0.937,0.8344,0.1191,0.0175
GST SUMMARY,93,1781,345,1819,252,38,O,X51005447840,0.1075,0.8675,0.2532,0.8768,0.2913,0.0185
AMOUNT (RM),426,1779,655,1824,229,45,O,X51005447840,0.4925,0.8665,0.6249,0.8775,0.2647,0.0219
TAX (RM),704,1776,855,1824,151,48,O,X51005447840,0.8139,0.8651,0.9012,0.8768,0.1746,0.0234
ZRL = 0%,91,1838,252,1875,161,37,O,X51005447840,0.1052,0.8953,0.1983,0.9043,0.1861,0.018
8.20,581,1843,657,1874,76,31,B-TOTAL,X51005447840,0.6717,0.8977,0.7156,0.9053,0.0879,0.0151
0.00,785,1844,852,1874,67,30,O,X51005447840,0.9075,0.8982,0.9462,0.9055,0.0775,0.0146
*GOODS SOLD ARE NOT RETURNABLE,195,1919,765,1957,570,38,O,X51005447840,0.2254,0.9347,0.5549,0.944,0.659,0.0185
THANK YOU FOR SHOPPING AT PASARAYA,116,1964,844,2012,728,48,O,X51005447840,0.1341,0.9566,0.5549,0.9683,0.8416,0.0234
BORONG PINTAR SDN BHD,201,2015,751,2053,550,38,O,X51005447840,0.2324,0.9815,0.5503,0.9907,0.6358,0.0185
LIAN CHI PU TIAN VEGETARIAN,156,181,789,222,633,41,B-COMPANY,X51005447848,0.1833,0.0927,0.5552,0.1032,0.7438,0.021
RESTAURANT SDN BHD,239,238,720,272,481,34,O,X51005447848,0.2808,0.1219,0.5635,0.1306,0.5652,0.0174
(1095514-X),379,282,579,315,200,33,O,X51005447848,0.4454,0.1445,0.5629,0.1529,0.235,0.0169
(GST ID NO : 001147416576),257,322,705,359,448,37,O,X51005447848,0.302,0.165,0.5652,0.1744,0.5264,0.019
"54,JALAN SS23/11.",330,362,630,394,300,32,O,X51005447848,0.3878,0.1855,0.564,0.1936,0.3525,0.0164
"TAMAN SEA,47400",333,396,632,432,299,36,B-ADDRESS,X51005447848,0.3913,0.2029,0.567,0.2121,0.3514,0.0184
"PETALING JAYA,SELANGOR",249,433,705,467,456,34,I-ADDRESS,X51005447848,0.2926,0.2218,0.5605,0.2305,0.5358,0.0174
"TEL: 03-7805 7889, 016-3020 669",258,471,699,509,441,38,O,X51005447848,0.3032,0.2413,0.5623,0.251,0.5182,0.0195
TABLE :8,108,545,324,594,216,49,O,X51005447848,0.1269,0.2792,0.2538,0.2918,0.2538,0.0251
CASHIER :,111,608,285,636,174,28,O,X51005447848,0.1304,0.3115,0.2327,0.3186,0.2045,0.0143
DATE,111,644,186,675,75,31,O,X51005447848,0.1304,0.3299,0.1745,0.3379,0.0881,0.0159
: 06/01/18,273,646,435,677,162,31,B-DATE,X51005447848,0.3208,0.3309,0.416,0.3389,0.1904,0.0159
12:17:26 PM,462,645,648,681,186,36,O,X51005447848,0.5429,0.3304,0.6522,0.3397,0.2186,0.0184
ITEM,108,708,177,740,69,32,O,X51005447848,0.1269,0.3627,0.1675,0.3709,0.0811,0.0164
QTY,308,709,367,743,59,34,O,X51005447848,0.3619,0.3632,0.3966,0.3719,0.0693,0.0174
PRICE,448,705,525,739,77,34,O,X51005447848,0.5264,0.3612,0.5717,0.3699,0.0905,0.0174
AMOUNT,647,709,764,742,117,33,O,X51005447848,0.7603,0.3632,0.829,0.3717,0.1375,0.0169
(S),108,754,157,791,49,37,O,X51005447848,0.1269,0.3863,0.1557,0.3957,0.0576,0.019
@15.90,308,758,428,797,120,39,O,X51005447848,0.3619,0.3883,0.4324,0.3983,0.141,0.02
CURRY MIXED VEGE,108,803,448,839,340,36,O,X51005447848,0.1269,0.4114,0.3267,0.4206,0.3995,0.0184
515,108,856,171,889,63,33,O,X51005447848,0.1269,0.4385,0.1639,0.447,0.074,0.0169
1,344,860,364,887,20,27,B-ADDRESS,X51005447848,0.4042,0.4406,0.416,0.4475,0.0235,0.0138
16.85,441,860,525,892,84,32,O,X51005447848,0.5182,0.4406,0.5676,0.4488,0.0987,0.0164
16.85,678,862,762,890,84,28,O,X51005447848,0.7967,0.4416,0.8461,0.4488,0.0987,0.0143
SR,799,863,851,891,52,28,O,X51005447848,0.9389,0.4421,0.9694,0.4493,0.0611,0.0143
(S),110,902,156,936,46,34,O,X51005447848,0.1293,0.4621,0.1563,0.4708,0.0541,0.0174
@13.90,307,901,429,939,122,38,O,X51005447848,0.3608,0.4616,0.4324,0.4713,0.1434,0.0195
517,107,1001,167,1035,60,34,O,X51005447848,0.1257,0.5128,0.161,0.5215,0.0705,0.0174
1,341,1002,362,1034,21,32,B-ADDRESS,X51005447848,0.4007,0.5133,0.413,0.5215,0.0247,0.0164
14.73,441,1003,526,1035,85,32,O,X51005447848,0.5182,0.5138,0.5682,0.522,0.0999,0.0164
14.73,677,1005,760,1036,83,31,O,X51005447848,0.7955,0.5149,0.8443,0.5228,0.0975,0.0159
SR,803,1005,849,1038,46,33,O,X51005447848,0.9436,0.5149,0.9706,0.5233,0.0541,0.0169
(12 PCS),106,1049,252,1088,146,39,O,X51005447848,0.1246,0.5374,0.2103,0.5474,0.1716,0.02
@ 12.00,401,1046,522,1085,121,39,O,X51005447848,0.4712,0.5359,0.5423,0.5459,0.1422,0.02
'XINGHUA'SPRING ROLL,109,1096,513,1134,404,38,O,X51005447848,0.1281,0.5615,0.3655,0.5712,0.4747,0.0195
410,109,1151,169,1178,60,27,O,X51005447848,0.1281,0.5897,0.1633,0.5966,0.0705,0.0138
1,345,1151,359,1182,14,31,B-ADDRESS,X51005447848,0.4054,0.5897,0.4136,0.5976,0.0165,0.0159
12.72,441,1151,524,1182,83,31,O,X51005447848,0.5182,0.5897,0.567,0.5976,0.0975,0.0159
12.72,678,1152,762,1183,84,31,O,X51005447848,0.7967,0.5902,0.8461,0.5981,0.0987,0.0159
SR,801,1154,847,1185,46,31,O,X51005447848,0.9412,0.5912,0.9683,0.5991,0.0541,0.0159
(POT),107,1194,205,1234,98,40,O,X51005447848,0.1257,0.6117,0.1833,0.6219,0.1152,0.0205
@ 3.00,319,1197,426,1231,107,34,O,X51005447848,0.3749,0.6132,0.4377,0.6219,0.1257,0.0174
TI GUAN YIN TEA,110,1243,389,1279,279,36,O,X51005447848,0.1293,0.6368,0.2932,0.646,0.3278,0.0184
822,108,1294,171,1325,63,31,O,X51005447848,0.1269,0.6629,0.1639,0.6709,0.074,0.0159
1,343,1296,362,1323,19,27,B-ADDRESS,X51005447848,0.4031,0.6639,0.4142,0.6709,0.0223,0.0138
3.18,459,1296,522,1327,63,31,O,X51005447848,0.5394,0.6639,0.5764,0.6719,0.074,0.0159
3.18,692,1297,761,1330,69,33,O,X51005447848,0.8132,0.6644,0.8537,0.6729,0.0811,0.0169
SR,799,1297,849,1328,50,31,O,X51005447848,0.9389,0.6644,0.9683,0.6724,0.0588,0.0159
(B),108,1342,155,1374,47,32,O,X51005447848,0.1269,0.6875,0.1545,0.6957,0.0552,0.0164
@ 1.50,241,1339,347,1377,106,38,O,X51005447848,0.2832,0.686,0.3455,0.6957,0.1246,0.0195
PLAIN RICE,108,1391,299,1425,191,34,O,X51005447848,0.1269,0.7126,0.2391,0.7213,0.2244,0.0174
922,109,1441,169,1468,60,27,O,X51005447848,0.1281,0.7382,0.1633,0.7451,0.0705,0.0138
2,339,1441,364,1471,25,30,B-ADDRESS,X51005447848,0.3984,0.7382,0.413,0.7459,0.0294,0.0154
1.59,461,1443,525,1473,64,30,O,X51005447848,0.5417,0.7392,0.5793,0.7469,0.0752,0.0154
3.18,697,1444,761,1471,64,27,O,X51005447848,0.819,0.7398,0.8566,0.7467,0.0752,0.0138
SR,803,1445,847,1475,44,30,O,X51005447848,0.9436,0.7403,0.9694,0.748,0.0517,0.0154
GROSS AMT :,401,1499,584,1531,183,32,O,X51005447848,0.4712,0.7679,0.5787,0.7761,0.215,0.0164
47.80,759,1499,848,1532,89,33,O,X51005447848,0.8919,0.7679,0.9442,0.7764,0.1046,0.0169
SVR TAX :,448,1535,578,1568,130,33,O,X51005447848,0.5264,0.7864,0.6028,0.7948,0.1528,0.0169
2.87,783,1538,849,1566,66,28,O,X51005447848,0.9201,0.7879,0.9589,0.7951,0.0776,0.0143
GST (6%) :,409,1572,581,1606,172,34,O,X51005447848,0.4806,0.8053,0.5817,0.814,0.2021,0.0174
2.86,779,1575,849,1605,70,30,O,X51005447848,0.9154,0.8069,0.9565,0.8145,0.0823,0.0154
NET AMT :,332,1627,567,1670,235,43,O,X51005447848,0.3901,0.8335,0.5282,0.8445,0.2761,0.022
53.55,721,1629,850,1670,129,41,B-TOTAL,X51005447848,0.8472,0.8345,0.923,0.845,0.1516,0.021
GST SUMMARY,109,1720,319,1753,210,33,O,X51005447848,0.1281,0.8811,0.2515,0.8896,0.2468,0.0169
AMOUNT(RM),372,1724,559,1754,187,30,O,X51005447848,0.4371,0.8832,0.547,0.8909,0.2197,0.0154
TAX(RM),628,1724,755,1753,127,29,O,X51005447848,0.738,0.8832,0.8126,0.8906,0.1492,0.0149
@ 0%,120,1770,208,1806,88,36,O,X51005447848,0.141,0.9068,0.1927,0.916,0.1034,0.0184
2.87,439,1775,497,1801,58,26,O,X51005447848,0.5159,0.9093,0.5499,0.916,0.0682,0.0133
0.00,664,1775,719,1801,55,26,O,X51005447848,0.7803,0.9093,0.8126,0.916,0.0646,0.0133
SR @ 6%,111,1819,249,1854,138,35,O,X51005447848,0.1304,0.9319,0.2115,0.9408,0.1622,0.0179
47.80,431,1821,504,1848,73,27,O,X51005447848,0.5065,0.9329,0.5494,0.9398,0.0858,0.0138
2.86,662,1823,720,1851,58,28,O,X51005447848,0.7779,0.9339,0.812,0.9411,0.0682,0.0143
THANK YOU,381,1883,577,1911,196,28,O,X51005447848,0.4477,0.9647,0.5629,0.9718,0.2303,0.0143
PLEASE COME AGAIN,301,1920,657,1952,356,32,O,X51005447848,0.3537,0.9836,0.5629,0.9918,0.4183,0.0164
PASARAYA BORONG PINTAR,136,183,830,234,694,51,B-COMPANY,X51005447850,0.1563,0.1091,0.5552,0.1243,0.7977,0.0304
SDN BHD,366,248,597,292,231,44,O,X51005447850,0.4207,0.1478,0.5534,0.1609,0.2655,0.0262
BR NO.: (124525-H),321,307,657,348,336,41,O,X51005447850,0.369,0.183,0.5621,0.1952,0.3862,0.0244
"NO 19-G& 19-1& 19-2 JALAN TASIK UTAMA 4,",128,350,844,390,716,40,B-ADDRESS,X51005447850,0.1471,0.2086,0.5586,0.2205,0.823,0.0238
MEDAN NIAGA TASIK DAMAI,250,388,708,424,458,36,I-ADDRESS,X51005447850,0.2874,0.2312,0.5506,0.242,0.5264,0.0215
016-5498845.,370,446,600,480,230,34,O,X51005447850,0.4253,0.2658,0.5575,0.2759,0.2644,0.0203
GST NO.:,409,502,560,536,151,34,O,X51005447850,0.4701,0.2992,0.5569,0.3093,0.1736,0.0203
04/03/2018 15:41:52,309,586,657,620,348,34,O,X51005447850,0.3552,0.3492,0.5552,0.3594,0.4,0.0203
TAX INVOICE,277,636,690,695,413,59,O,X51005447850,0.3184,0.379,0.5557,0.3966,0.4747,0.0352
TRN: CR0007636,96,708,506,756,410,48,O,X51005447850,0.1103,0.4219,0.346,0.4362,0.4713,0.0286
COUNTER 4,97,781,341,823,244,42,O,X51005447850,0.1115,0.4654,0.2517,0.4779,0.2805,0.025
CASHIER: 11,610,780,870,822,260,42,O,X51005447850,0.7011,0.4648,0.8506,0.4774,0.2989,0.025
QTY UOM,98,866,268,897,170,31,O,X51005447850,0.1126,0.5161,0.2103,0.5253,0.1954,0.0185
UNIT AMT EXC. AMT INC.,360,863,766,900,406,37,O,X51005447850,0.4138,0.5143,0.6471,0.5253,0.4667,0.0221
GST,794,864,867,899,73,35,O,X51005447850,0.9126,0.5149,0.9546,0.5253,0.0839,0.0209
PRICE,360,909,445,943,85,34,O,X51005447850,0.4138,0.5417,0.4626,0.5518,0.0977,0.0203
TAX,554,907,610,943,56,36,O,X51005447850,0.6368,0.5405,0.669,0.5513,0.0644,0.0215
TAX CODE,716,907,866,944,150,37,O,X51005447850,0.823,0.5405,0.9092,0.5515,0.1724,0.0221
POKKA COFFEE VANILLA MILK COFFEE,93,973,854,1009,761,36,O,X51005447850,0.1069,0.5799,0.5443,0.5906,0.8747,0.0215
1,112,1026,129,1054,17,28,B-ADDRESS,X51005447850,0.1287,0.6114,0.1385,0.6198,0.0195,0.0167
WALK,180,1023,292,1058,112,35,O,X51005447850,0.2069,0.6097,0.2713,0.6201,0.1287,0.0209
3.20,371,1026,447,1056,76,30,O,X51005447850,0.4264,0.6114,0.4701,0.6204,0.0874,0.0179
3.20,535,1025,606,1056,71,31,O,X51005447850,0.6149,0.6108,0.6557,0.6201,0.0816,0.0185
3.20,695,1024,769,1055,74,31,O,X51005447850,0.7989,0.6103,0.8414,0.6195,0.0851,0.0185
ZRL,794,1024,865,1055,71,31,O,X51005447850,0.9126,0.6103,0.9534,0.6195,0.0816,0.0185
*TOTAL QTY: 1.00,96,1107,376,1155,280,48,O,X51005447850,0.1103,0.6597,0.2713,0.674,0.3218,0.0286
3.20,783,1112,869,1146,86,34,O,X51005447850,0.9,0.6627,0.9494,0.6728,0.0989,0.0203
TOTAL INCLUDES GST 0%,95,1177,551,1217,456,40,O,X51005447850,0.1092,0.7014,0.3713,0.7133,0.5241,0.0238
3.20,782,1178,867,1214,85,36,O,X51005447850,0.8989,0.702,0.9477,0.7128,0.0977,0.0215
CUSTOMER'S PAYMENT,92,1239,481,1279,389,40,O,X51005447850,0.1057,0.7384,0.3293,0.7503,0.4471,0.0238
CASH,95,1299,196,1341,101,42,O,X51005447850,0.1092,0.7741,0.1672,0.7867,0.1161,0.025
5.20,782,1301,865,1337,83,36,O,X51005447850,0.8989,0.7753,0.9466,0.7861,0.0954,0.0215
CHANGE,100,1359,243,1401,143,42,O,X51005447850,0.1149,0.8099,0.1971,0.8224,0.1644,0.025
2.00,785,1360,868,1395,83,35,O,X51005447850,0.9023,0.8105,0.95,0.8209,0.0954,0.0209
GST SUMMARY,100,1425,350,1467,250,42,O,X51005447850,0.1149,0.8492,0.2586,0.8617,0.2874,0.025
AMOUNT (RM),430,1430,658,1470,228,40,O,X51005447850,0.4943,0.8522,0.6253,0.8641,0.2621,0.0238
TAX (RM),706,1427,862,1467,156,40,O,X51005447850,0.8115,0.8504,0.9011,0.8623,0.1793,0.0238
ZRL = 0%,93,1487,256,1520,163,33,O,X51005447850,0.1069,0.8862,0.2006,0.896,0.1874,0.0197
3.20,589,1487,659,1521,70,34,B-TOTAL,X51005447850,0.677,0.8862,0.7172,0.8963,0.0805,0.0203
0.00,792,1490,862,1519,70,29,O,X51005447850,0.9103,0.888,0.9506,0.8966,0.0805,0.0173
*GOODS SOLD ARE NOT RETURNABLE,192,1545,780,1585,588,40,O,X51005447850,0.2207,0.9207,0.5586,0.9327,0.6759,0.0238
THANK YOU FOR SHOPPING AT PASARAYA,123,1592,850,1640,727,48,O,X51005447850,0.1414,0.9487,0.5592,0.9631,0.8356,0.0286
BORONG PINTAR SDN BHD,213,1644,754,1678,541,34,O,X51005447850,0.2448,0.9797,0.5557,0.9899,0.6218,0.0203
99 SPEED MART S/B (519537-X),178,341,671,378,493,37,B-COMPANY,X51005447852,0.2203,0.2317,0.5254,0.2442,0.6101,0.0251
"LOT P.T. 2811, JALAN ANGSA,",200,389,674,431,474,42,B-ADDRESS,X51005447852,0.2475,0.2643,0.5408,0.2785,0.5866,0.0285
TAMAN BERKELEY,304,438,551,474,247,36,I-ADDRESS,X51005447852,0.3762,0.2976,0.5291,0.3098,0.3057,0.0245
"41150 KLANG, SELANGOR",256,489,627,530,371,41,I-ADDRESS,X51005447852,0.3168,0.3322,0.5464,0.3461,0.4592,0.0279
1249-TMN PANDAN CAHAYA,233,538,629,575,396,37,I-ADDRESS,X51005447852,0.2884,0.3655,0.5334,0.3781,0.4901,0.0251
GST ID. NO : 000181747712,220,590,663,625,443,35,O,X51005447852,0.2723,0.4008,0.5464,0.4127,0.5483,0.0238
INVOICE NO : 18314/102/T0422,198,689,693,728,495,39,O,X51005447852,0.245,0.4681,0.5514,0.4813,0.6126,0.0265
06:20PM,99,787,221,823,122,36,O,X51005447852,0.1225,0.5346,0.198,0.5469,0.151,0.0245
568008,399,789,505,820,106,31,O,X51005447852,0.4938,0.536,0.5594,0.5465,0.1312,0.0211
20-02-18,660,786,805,823,145,37,B-DATE,X51005447852,0.8168,0.534,0.9066,0.5465,0.1795,0.0251
8991 NUTRI PLUS TELUR SEGAR,97,885,574,922,477,37,O,X51005447852,0.12,0.6012,0.4152,0.6138,0.5903,0.0251
RM9.90 Z,663,886,808,921,145,35,O,X51005447852,0.8205,0.6019,0.9103,0.6138,0.1795,0.0238
TOTAL SALES (INCLUSIVE GST) RM,99,983,631,1022,532,39,O,X51005447852,0.1225,0.6678,0.4517,0.681,0.6584,0.0265
9.90,700,987,772,1021,72,34,O,X51005447852,0.8663,0.6705,0.9109,0.6821,0.0891,0.0231
CASH RM,500,1034,626,1071,126,37,O,X51005447852,0.6188,0.7024,0.6968,0.715,0.1559,0.0251
10.00,681,1036,767,1071,86,35,O,X51005447852,0.8428,0.7038,0.896,0.7157,0.1064,0.0238
CHANGE RM,468,1085,631,1121,163,36,O,X51005447852,0.5792,0.7371,0.6801,0.7493,0.2017,0.0245
.10,715,1088,771,1120,56,32,O,X51005447852,0.8849,0.7391,0.9196,0.75,0.0693,0.0217
GST SUMMARY,96,1182,292,1227,196,45,O,X51005447852,0.1188,0.803,0.2401,0.8183,0.2426,0.0306
AMOUNT(RM),382,1183,554,1220,172,37,O,X51005447852,0.4728,0.8037,0.5792,0.8162,0.2129,0.0251
TAX(RM),665,1184,785,1220,120,36,O,X51005447852,0.823,0.8043,0.8973,0.8166,0.1485,0.0245
Z = 0%,91,1234,203,1268,112,34,O,X51005447852,0.1126,0.8383,0.1819,0.8499,0.1386,0.0231
9.90,483,1235,557,1269,74,34,B-TOTAL,X51005447852,0.5978,0.839,0.6436,0.8505,0.0916,0.0231
.00,731,1234,785,1268,54,34,O,X51005447852,0.9047,0.8383,0.9381,0.8499,0.0668,0.0231
THANK YOU. PLEASE COME AGAIN,182,1382,681,1427,499,45,O,X51005447852,0.2252,0.9389,0.534,0.9541,0.6176,0.0306
KEEP THE INVOICE FOR APPLICABLE RETURNS,95,1431,782,1472,687,41,O,X51005447852,0.1176,0.9721,0.5427,0.9861,0.8502,0.0279
99 SPEED MART S/B (519537-X),144,337,642,385,498,48,B-COMPANY,X51005447853,0.1816,0.2093,0.4956,0.2242,0.628,0.0298
"LOT P.T. 2811, JALAN ANGSA,",169,382,654,432,485,50,B-ADDRESS,X51005447853,0.2131,0.2373,0.5189,0.2528,0.6116,0.0311
TAMAN BERKELEY,278,433,532,476,254,43,I-ADDRESS,X51005447853,0.3506,0.2689,0.5107,0.2823,0.3203,0.0267
"41150 KLANG, SELANGOR",221,483,605,528,384,45,I-ADDRESS,X51005447853,0.2787,0.3,0.5208,0.314,0.4842,0.028
1317 TRILLIUM S6 BESI,229,532,600,581,371,49,I-ADDRESS,X51005447853,0.2888,0.3304,0.5227,0.3457,0.4678,0.0304
GST ID. NO : 000181747712,194,581,644,629,450,48,O,X51005447853,0.2446,0.3609,0.5284,0.3758,0.5675,0.0298
INVOICE NO : 18299/102/T0230,177,679,682,724,505,45,O,X51005447853,0.2232,0.4217,0.5416,0.4357,0.6368,0.028
01:34PM,79,789,204,826,125,37,O,X51005447853,0.0996,0.4901,0.1784,0.5016,0.1576,0.023
568019,378,784,489,821,111,37,O,X51005447853,0.4767,0.487,0.5467,0.4984,0.14,0.023
05-02-18,645,778,789,813,144,35,B-DATE,X51005447853,0.8134,0.4832,0.9042,0.4941,0.1816,0.0217
2506 YONGCHUN LOKAM MNDRN S,81,884,562,927,481,43,O,X51005447853,0.1021,0.5491,0.4054,0.5624,0.6066,0.0267
RM62.50 Z,628,877,792,914,164,37,O,X51005447853,0.7919,0.5447,0.8953,0.5562,0.2068,0.023
@5 X RM 12.50,116,937,354,971,238,34,O,X51005447853,0.1463,0.582,0.2963,0.5925,0.3001,0.0211
2508 YONGCHUN LOKAM MNDRN M,83,979,563,1022,480,43,O,X51005447853,0.1047,0.6081,0.4073,0.6214,0.6053,0.0267
RM79.00 Z,629,975,793,1011,164,36,O,X51005447853,0.7932,0.6056,0.8966,0.6168,0.2068,0.0224
@5 X RM 15.80,120,1032,351,1067,231,35,O,X51005447853,0.1513,0.641,0.297,0.6519,0.2913,0.0217
TOTAL SALES (INCLUSIVE GST) RM,87,1126,623,1164,536,38,O,X51005447853,0.1097,0.6994,0.4477,0.7112,0.6759,0.0236
141.50,654,1127,762,1161,108,34,O,X51005447853,0.8247,0.7,0.8928,0.7106,0.1362,0.0211
CASH RM,493,1173,619,1214,126,41,O,X51005447853,0.6217,0.7286,0.7011,0.7413,0.1589,0.0255
150.00,655,1176,762,1209,107,33,O,X51005447853,0.826,0.7304,0.8934,0.7407,0.1349,0.0205
CHANGE RM,459,1226,621,1262,162,36,O,X51005447853,0.5788,0.7615,0.681,0.7727,0.2043,0.0224
8.50,689,1223,763,1260,74,37,O,X51005447853,0.8689,0.7596,0.9155,0.7711,0.0933,0.023
GST SUMMARY,93,1320,289,1365,196,45,O,X51005447853,0.1173,0.8199,0.2409,0.8339,0.2472,0.028
AMOUNT(RM),373,1325,547,1360,174,35,O,X51005447853,0.4704,0.823,0.5801,0.8339,0.2194,0.0217
TAX(RM),655,1323,776,1360,121,37,O,X51005447853,0.826,0.8217,0.9023,0.8332,0.1526,0.023
Z = 0%,88,1376,200,1406,112,30,O,X51005447853,0.111,0.8547,0.1816,0.864,0.1412,0.0186
141.50,446,1372,553,1407,107,35,B-TOTAL,X51005447853,0.5624,0.8522,0.6299,0.863,0.1349,0.0217
.00,725,1376,783,1408,58,32,O,X51005447853,0.9142,0.8547,0.9508,0.8646,0.0731,0.0199
THANK YOU. PLEASE COME AGAIN,182,1518,677,1563,495,45,O,X51005447853,0.2295,0.9429,0.5416,0.9568,0.6242,0.028
KEEP THE INVOICE FOR APPLICABLE RETURNS,85,1570,780,1610,695,40,O,X51005447853,0.1072,0.9752,0.5454,0.9876,0.8764,0.0248
AEON CO. (M) BHD (126926-H),256,168,730,213,474,45,B-COMPANY,X51005447860,0.3176,0.096,0.6117,0.1089,0.5881,0.0257
"3RD FLR, AEON TAMAN MALURI SC",236,217,753,260,517,43,B-ADDRESS,X51005447860,0.2928,0.124,0.6135,0.1363,0.6414,0.0246
"JLN JEJAKA, TAMAN MALURI",272,271,699,311,427,40,I-ADDRESS,X51005447860,0.3375,0.1549,0.6024,0.1663,0.5298,0.0229
"CHERAS, 55100 KUALA LUMPUR",254,321,719,363,465,42,I-ADDRESS,X51005447860,0.3151,0.1834,0.6036,0.1954,0.5769,0.024
GST ID : 002017394688,294,372,662,409,368,37,O,X51005447860,0.3648,0.2126,0.5931,0.2231,0.4566,0.0211
SHOPPING HOURS,343,420,590,459,247,39,O,X51005447860,0.4256,0.24,0.5788,0.2511,0.3065,0.0223
MON-SUN:1000 HRS - 2200 HRS,255,470,736,510,481,40,O,X51005447860,0.3164,0.2686,0.6148,0.28,0.5968,0.0229
1X 000004089728,152,571,415,607,263,36,O,X51005447860,0.1886,0.3263,0.3517,0.3366,0.3263,0.0206
5.90SR,695,570,805,608,110,38,O,X51005447860,0.8623,0.3257,0.9305,0.3366,0.1365,0.0217
SAKUMASHIKIDROP,200,621,471,658,271,37,O,X51005447860,0.2481,0.3549,0.4163,0.3654,0.3362,0.0211
1X 000007572029,154,671,418,708,264,37,O,X51005447860,0.1911,0.3834,0.3548,0.394,0.3275,0.0211
5.90SR,699,671,806,706,107,35,O,X51005447860,0.8672,0.3834,0.9336,0.3934,0.1328,0.02
BINDER CLIP -BL,203,721,472,761,269,40,O,X51005447860,0.2519,0.412,0.4187,0.4234,0.3337,0.0229
1X 000006731878,153,774,418,807,265,33,O,X51005447860,0.1898,0.4423,0.3542,0.4517,0.3288,0.0189
5.90SR,695,773,805,808,110,35,O,X51005447860,0.8623,0.4417,0.9305,0.4517,0.1365,0.02
150YEN CAR NECK,208,820,467,857,259,37,O,X51005447860,0.2581,0.4686,0.4187,0.4791,0.3213,0.0211
SUB-TOTAL,95,916,256,955,161,39,O,X51005447860,0.1179,0.5234,0.2177,0.5346,0.1998,0.0223
17.70,721,918,805,956,84,38,O,X51005447860,0.8945,0.5246,0.9467,0.5354,0.1042,0.0217
